Selected_Model,Seçilme,Ort_WAPE,Min_WAPE,Max_WAPE,Oran
XGBoost,622,5.94924549447163,0.6641308043438627,21.398477839355664,29.133489461358312
TSB,513,300.1915151193625,46.08652215676952,37546.638148730905,24.028103044496486
RandomForest,385,6.268558116851437,0.8262782576832042,31.4165423061587,18.0327868852459
Croston,332,85.53101556176486,43.61325656383905,100.00000000000003,15.550351288056206
SBA,274,784.2512912145007,53.32117117891906,58651.07530176794,12.833723653395785
CatBoost,9,5.240986079620132,2.1989867264367797,8.92920994932586,0.4215456674473068
